No,Wavelet transform,easting,northing,within_10km,NSE_test,KGE_test,Pearson_r_test,Spearman_r_test,Mean_ratio_test,STD_ratio_test,Mean,Std,Sample Count,P,PET,TAS,DTR,HUSS,WIND,PSURF,RLDS,RSDS,elev,slope,hand,t_clay,t_sand,t_silt,t_bd,s_clay,s_sand,s_silt,s_bd,ts,sy,sdf,pop_dens,irri_int,gw_abs,Aquifer,Top Soil,Sub Soil,Poor20,Poor10
1872,Annual,470825,137595,TRUE,-23.124233,-0.2988993,0.9101969,0.88815427,2.2876608,1.1449314,7.740519458,2.038893839,57,2.409419495,1.509046086,283.7337197,8.449890581,0.006779409,4.199345262,100084.0597,321.0039701,123.9649516,112.5752563,1.243947744,3.900001526,19,37,44,1.409999967,0,0,0,0,550,0.015,32.08582271,318.1985187,501,0,Chalk,loam,,#N/A,#N/A
1876,Annual,421102,142370,TRUE,-72.38376,0.6373211,0.9547221,0.95357323,0.6471317,1.0704976,47.04541291,1.939240363,53,2.080175248,1.459549786,283.7827234,8.146276078,0.006808612,3.565722897,100148.804,322.2114861,123.3485524,126.701828,1.995380044,27.29999542,19,37,44,1.409999967,0,0,0,0,550,0.015,17.92170586,163.6386504,51,0,Chalk,loam,,#N/A,#N/A
1877,Annual,525462,109983,TRUE,-30.330807,0.28219265,0.5113007,0.623267554,1.1337357,1.508465,38.39461289,0.943815734,58,2.577272725,1.582653042,283.4681483,6.292935412,0.006784746,5.652352057,99354.69214,318.5731064,129.6836149,124.2071991,3.258602142,13.79999542,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,12.27812019,1000.675133,1,0,Chalk,loam,loam,#N/A,#N/A
1902,Annual,498585,385795,FALSE,-0.5748471,-0.08452296,0.55509937,0.535490718,0.6164895,0.08831307,8.211452911,3.86149925,58,1.787075573,1.490655489,283.4023732,7.722836944,0.006570865,4.563292961,100985.3829,321.2821345,118.6826794,32.75593567,1.897475481,4.899999619,49,19,32,1.24000001,51,18,31,1.230000019,184,0.02,10.40176301,52.99518779,1001,0,Oolites,clay,clay,#N/A,#N/A
1924,Annual,484125,177305,TRUE,-1.7395244,0.44479638,0.76092017,0.773616859,1.3583018,0.6496979,5.177622408,1.221617169,61,1.662102958,1.456643937,284.1613596,8.449890581,0.006852315,3.473165737,101113.5737,323.5003442,119.7715371,37.09844208,0.138265237,6.299999237,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,9.922601804,531.2494858,251,0,Chalk,loam,clay loam,#N/A,#N/A
1927,Annual,474855,112455,TRUE,-75.563,0.41027522,0.6558051,0.703577066,0.5213155,1.0128962,51.00285457,2.802989581,59,2.434063526,1.445248136,284.1208434,6.336254195,0.006931723,3.41247087,100715.3753,322.2237408,123.6960327,85.85336304,6.021987438,23.30000305,19,37,44,1.409999967,0,0,0,0,550,0.015,29.50974965,383.3150305,101,0,Chalk,loam,,#N/A,#N/A
1931,Annual,445705,139405,TRUE,-3.832065,0.692817,0.7849742,0.763126087,1.0860052,0.79818773,26.64633848,1.086615681,60,2.148959469,1.423588196,283.9974527,8.427272862,0.00686127,3.495117653,100614.6717,322.7324514,119.6145567,83.71517181,1.161425948,21.19999695,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,38.31026729,75.46708829,1,0,Chalk,loam,clay loam,#N/A,#N/A
1936,Annual,456955,137055,TRUE,-738.0509,-1.3404768,0.4551871,0.513497338,1.3784374,3.2445142,21.71919722,0.304112481,59,2.21456736,1.4869098,283.8539233,8.427272862,0.006817356,3.468686793,100314.3309,321.8143846,125.9482034,96.34292603,5.602194786,22.59999847,19,37,44,1.409999967,0,0,0,0,550,0.015,43.02612793,79.66336867,1,0,Chalk,loam,,#N/A,#N/A
1946,Annual,517355,409105,FALSE,-0.95925605,0.3070385,0.65847534,0.667972063,1.3122697,0.48420545,6.562070191,1.755521498,59,1.777491785,1.437521743,283.3907354,6.699781022,0.00660069,3.97662099,100902.4639,320.9577244,118.5881294,19.98529053,1.913647413,7.400000572,19,37,44,1.409999967,31,31,38,1.330000043,550,0.015,7.599987326,125.6112458,1001,0,Chalk,loam,clay loam,#N/A,#N/A
1953,Annual,534991,106689,TRUE,-14.714099,0.5043353,0.8139089,0.842943148,1.3878827,0.75382835,32.95926277,3.260613957,1018,2.301533406,1.408428202,283.920215,6.292935412,0.006946123,4.897940607,100255.9703,320.6160675,115.00025,86.63684082,7.202265263,0,19,37,44,1.409999967,0,0,0,0,550,0.015,12.56847901,2154.016953,1,0,Chalk,loam,,#N/A,#N/A
1957,Annual,500795,361435,FALSE,-105.90987,-1.8670988,-0.074840404,-0.050922275,1.4023546,3.6273825,8.290716136,0.347387591,59,1.747699891,1.502960108,283.3835481,7.04030681,0.006559341,4.532726684,100659.6893,321.1253726,119.0131156,55.14783478,1.810185432,10.10000229,49,19,32,1.24000001,51,18,31,1.230000019,130,0.0005,5.836463533,137.1023227,751,0,Oolites,clay,clay,2,2
1965,Annual,427455,143755,TRUE,-22.049442,-0.034104943,0.6077254,0.688136489,0.22576037,0.43781987,15.95851152,2.611208846,60,2.146604599,1.445196121,283.8727258,8.146276078,0.00683021,3.547735084,100335.3215,322.5493558,121.6571135,95.02534485,2.479885817,2.099998474,19,37,44,1.409999967,0,0,0,0,550,0.015,23.59392854,121.0873187,1,0,Chalk,loam,,#N/A,#N/A
1975,Multiannual,585718,243969,FALSE,0.45708156,0.6876164,0.771967,0.731401167,0.9676416,0.7889632,4.459121659,0.387624898,49,1.487732747,1.530331484,284.065176,8.134556528,0.006761437,3.967031584,101181.4109,321.8619804,121.8593299,29.79055023,2.342398643,2,11,80,9,1.570000052,19,72,9,1.480000019,550,0.015,70.15428719,286.1306258,1001,0,Chalk,sandy loam,sandy loam,#N/A,#N/A
1986,Annual,458655,120655,TRUE,0.44470483,0.58862877,0.8892857,0.891769073,0.91935265,0.6121024,32.36538907,5.029884407,59,2.456845554,1.479243733,283.9629249,6.406078896,0.006870765,4.204012849,100424.0537,321.9184419,121.3347298,89.116745,3.401431799,0,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,43.23191497,149.49534,101,9.214373589,Chalk,loam,loam,#N/A,#N/A
1989,Annual,637448,321063,TRUE,-8.518273,-1.4123278,0.871567,0.874710188,3.3652525,1.4566637,0.134350551,0.106305538,1572,1.731270534,1.596547617,283.8867785,6.690909165,0.006807593,5.691363898,101343.1325,321.0538508,124.0397488,0.938652396,1.043775678,0.899999976,22,41,37,1.399999976,29,37,34,1.350000024,400,0.075,109.0023437,96.70228909,1001,0,Crag,loam,clay loam,#N/A,#N/A
1994,Multiannual,365480,386580,FALSE,-638.7127,-0.68757164,0.14880586,0.143709058,0.7867808,2.4415088,19.24565423,0.163039583,1708,2.332694413,1.395445876,283.4651641,6.877820409,0.006596345,3.627010884,100915.0116,323.4353108,114.8520523,36.03205109,0.989191771,15.10000229,19,37,44,1.409999967,31,31,38,1.330000043,33,0.01,3.782890541,1114.048691,101,0,Triassic Sandstone,loam,clay loam,0,0
2000,Annual,616405,149524,TRUE,0.041223526,0.5560837,0.5762849,0.49387843,0.8919906,0.92344195,24.93449261,6.524916173,58,2.239047095,1.408634078,283.8683691,6.701862052,0.006935173,4.555779703,99974.89548,320.4254182,115.9034197,79.31156158,3.465539694,0,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,29.80057425,99.91848813,1001,0,Lower Greensand,sandy clay loam,clay loam,#N/A,#N/A
2030,Annual,487060,106438,TRUE,0.25198352,0.30457288,0.78600013,0.779686593,0.87534404,0.3501666,3.930001057,1.168207595,1712,2.155695512,1.455536851,284.3619909,6.336254195,0.007020385,3.391053109,101189.6925,323.063005,124.0230811,21.51186752,0.397068501,0.300001144,49,19,32,1.24000001,47,21,32,1.24000001,550,0.015,23.41809104,472.622146,1001,0,Chalk,clay,clay,#N/A,#N/A
2058,Decadal,434419,150392,TRUE,-0.41499186,0.19486266,0.43569207,0.354916044,1.2129751,0.4666669,13.1209834,3.596062209,775,2.052081051,1.508326983,283.7782445,8.146276078,0.006791343,4.288379132,100174.1725,322.1110334,122.8895044,100.4237518,1.640674353,4,19,37,44,1.409999967,0,0,0,0,550,0.015,33.17425263,386.6392923,1,131.5416718,Chalk,loam,,#N/A,#N/A
2060,Annual,607760,144780,FALSE,-5283.8623,-89.93808,0.81225955,0.815458734,91.59696,8.871443,0.240538432,0.301634272,58,2.047316542,1.395787991,284.114662,7.604655088,0.00701062,3.722405824,100541.0619,321.6252881,119.4798489,76.52226257,3.336275578,6,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,20.05103772,163.4722684,1001,0,Lower Greensand,sandy clay loam,clay loam,#N/A,#N/A
2066,Annual,541185,376415,FALSE,-66.51644,-0.15722442,0.3350529,0.41185245,0.4842044,1.7943375,12.23952229,0.786076825,57,1.932749184,1.477926872,283.3918894,6.437349428,0.006606737,4.836846315,100797.8296,320.5623376,117.4550137,33.37039948,2.048175573,0,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,2.350806974,33.06881389,751,0,Chalk,loam,loam,#N/A,#N/A
2070,Annual,413280,137500,TRUE,-5234.709,-8.663657,0.7613462,0.780086294,6.166959,9.1628895,2.354414557,0.169275965,1619,2.15837897,1.389364509,283.9328333,8.146276078,0.006863252,3.588442713,100429.7098,322.9669462,116.6503163,60.61789703,2.687620163,4.099998474,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,9.283968651,173.3694308,51,0,Chalk,loam,clay loam,#N/A,#N/A
2077,Annual,570211,315823,TRUE,-24.767164,-3.1252308,0.5827443,0.646861141,5.092291,0.68903345,0.358044774,0.292486787,59,1.786637462,1.504857489,283.867434,7.787020949,0.006714757,4.122556284,101266.21,321.9073875,120.0863301,9.429570198,1.123747826,1.699999809,22,41,37,1.399999976,29,37,34,1.350000024,270,0.0006,41.97430046,67.45759798,1001,0,Lower Greensand,loam,clay loam,#N/A,#N/A
2104,Annual,501115,319985,FALSE,0.25589585,0.21810484,0.6396982,0.706444946,0.9435221,0.30836973,3.105098032,0.84045148,52,1.742771084,1.475911092,283.5490481,8.170701117,0.006598594,3.705757179,100746.4382,321.7507637,120.1625716,41.96105957,0.95740509,0.799999237,49,19,32,1.24000001,51,18,31,1.230000019,130,0.0005,2.120678469,57.19528579,101,0,Oolites,clay,clay,#N/A,#N/A
2127,Annual,381460,92494,TRUE,-621.1676,-1.3548877,0.7984383,0.802005519,0.7784123,3.335766,48.8833976,0.436656496,54,2.624863087,1.545954967,284.1686542,7.90585989,0.006996279,4.412318526,100680.6511,323.670201,128.310117,83.95765686,0.604294062,37.70000076,21,39,40,1.399999976,21,41,38,1.399999976,75,0.05,8.503461035,65.66658481,101,0,Corallian Limestone,loam,loam,#N/A,#N/A
2145,Annual,507575,105255,TRUE,-326.44162,0.11609477,0.8428177,0.874273026,0.4392384,0.33507293,25.13697662,0.779628371,59,2.093428258,1.44702063,284.3305796,6.292935412,0.007032507,3.376291168,101091.1052,322.6798839,124.4910338,27.66307831,3.700358629,13.20000076,22,41,37,1.399999976,29,37,34,1.350000024,100,0.005,19.26554255,1136.758409,1001,0,Chalk,loam,clay loam,#N/A,#N/A
2155,Annual,627871,140025,TRUE,-73.72394,-0.0611161,0.114935346,-0.013124167,0.685087,0.5065858,100.9011161,3.704209956,56,2.416867473,1.545606945,283.8302786,6.701862052,0.006993854,5.349829567,99868.2915,320.399498,129.0320222,135.0234375,1.162145734,49.19999695,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,34.70921158,733.4069342,1001,0,Chalk,loam,clay loam,2,2
2168,Multiannual,455795,84695,TRUE,-4.6479945,0.49264848,0.87357664,0.834040852,0.87267053,0.5254377,16.55047613,0.916249918,58,2.269112813,1.478683314,284.3382036,6.406078896,0.007034996,4.17397636,101094.3961,322.7900067,122.3888956,46.1763382,1.662551045,19.09999847,10,75,15,1.580000043,15,68,17,1.50999999,270,0.0006,60.89996393,436.1251836,251,1727.681152,Lower Greensand,sandy loam,sandy loam,#N/A,#N/A
2172,Annual,598140,317310,TRUE,-1.8146884,-0.82903373,0.43497995,0.469857867,2.6619537,0.48613816,0.316504174,0.371830093,57,1.832475356,1.539394608,283.7450398,7.787020949,0.006707567,4.409223731,101022.1585,320.8760358,123.4485432,28.00703049,1.895769119,4.5,19,37,44,1.409999967,31,31,38,1.330000043,550,0.015,69.59634245,166.6382102,1001,0,Chalk,loam,clay loam,#N/A,#N/A
2173,Annual,576482,301571,TRUE,-0.92481923,0.8063578,0.87555164,0.87292436,1.0747283,0.8718392,9.231092898,0.530412898,1748,1.757447973,1.514748191,283.9371567,7.787020949,0.006728615,4.120896593,101269.4926,321.9906274,120.2531564,19.04660225,0.878127098,13,5,90,5,1.710000038,8,87,5,1.629999995,550,0.015,47.01051062,29.34610653,5001,0,Chalk,sand,loamy sand,#N/A,#N/A
2174,Multiannual,622423,158787,TRUE,0.29394186,0.4193756,0.8842211,0.858437231,1.0291302,1.5682275,0.777633945,0.160019007,55,1.702628695,1.479794472,284.4770061,6.701862052,0.007092863,3.882900789,101214.3495,323.2158439,123.2107343,3.636543036,0.388803869,2.099999905,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,40.29935864,147.7036325,1001,0,Oolites,loam,clay loam,#N/A,#N/A
2175,Multiannual,478014,137240,TRUE,-145.4919,-0.7488692,0.77197254,0.728148168,1.6047099,2.6250854,5.744050171,0.290819626,1629,2.193975904,1.451323254,284.0168139,8.449890581,0.006862662,3.434321245,100653.9322,322.2282128,122.4068473,74.68289185,5.889430523,5.400001526,49,19,32,1.24000001,51,18,31,1.230000019,270,0.0006,25.15862054,274.7677072,501,43518.94531,Lower Greensand,clay,clay,#N/A,#N/A
2177,Annual,589009,280979,TRUE,-860.14014,0.33264577,0.76947534,0.700772589,0.3802434,1.0901235,18.56928529,0.392290972,41,1.689375683,1.505805991,283.8899713,8.134556528,0.006711672,4.146216987,101135.8979,321.3301794,119.4198638,31.92757797,3.559773922,11.20000076,5,90,5,1.710000038,8,87,5,1.629999995,550,0.015,64.13809537,255.3746893,5001,0,Chalk,sand,loamy sand,#N/A,#N/A
2183,Annual,408365,174325,TRUE,0.34618175,0.4708014,0.855168,0.843426974,1.1668448,0.5191283,18.17280195,5.811443826,55,2.076451259,1.478996827,283.3140724,8.146276078,0.006655436,4.386020919,99352.96447,320.7694104,121.5535374,179.1873474,1.491859317,7,19,37,44,1.409999967,0,0,0,0,550,0.015,14.08685632,73.29502475,51,0,Chalk,loam,,#N/A,#N/A
2185,Annual,501705,108405,TRUE,-312.44745,0.014986575,0.33033097,0.332950149,0.65037405,1.6321096,17.00207838,0.337149063,53,2.302354873,1.562060403,284.2163551,6.336254195,0.006985005,4.137376655,100896,322.2543435,130.6766527,19.87264442,15.13762379,29.20000076,47,14,39,1.230000019,45,15,40,1.24000001,550,0.015,15.53597357,189.6942508,1001,0,Chalk,clay,clay,#N/A,#N/A
2214,Multiannual,645401,288532,FALSE,-9360.891,-0.28820038,0.4059639,0.447162627,0.41803306,1.9838344,18.73995722,0.112735902,1439,1.664622125,1.628921575,283.9787884,6.899069073,0.006792954,5.609575296,101213.0542,320.8334454,124.1070107,22.31356239,0.8458848,14.29999924,5,89,6,1.700000048,5,89,6,1.700000048,400,0.075,116.981099,207.9405394,1001,0,Crag,sand,sand,#N/A,#N/A
2218,Annual,410773,115946,TRUE,-25.65038,-0.66508865,0.86714536,0.876272584,1.1296796,2.654714,12.74008847,0.342952964,54,2.426834611,1.475422234,284.2055893,7.617962865,0.006965104,3.579106058,100867.0567,323.8531001,124.5993758,51.9460144,5.463245869,12.59999847,51,17,32,1.220000029,52,19,29,1.230000019,550,0.015,13.6220635,73.40149765,51,21.20060158,Chalk,clay,clay,#N/A,#N/A
2223,Annual,465218,113244,TRUE,-1.0597208,0.41343814,0.86155057,0.874438055,0.85893726,0.4477431,29.10878813,3.215454148,1530,2.413472072,1.469124003,284.0996919,6.406078896,0.00692165,3.428229893,100679.5428,322.2842115,125.2816926,68.59017944,1.196691632,16.70000076,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,38.23988508,491.7894112,101,0,Chalk,loam,clay loam,#N/A,#N/A
2224,Annual,627137,160209,TRUE,-23.433493,-0.19955373,0.34690493,0.459968546,0.3671044,0.21779874,11.01172718,1.436515833,1662,1.604381162,1.484347412,284.4692314,6.701862052,0.007092789,3.931402511,101193.503,323.1509419,123.4347898,12.21335983,4.456539631,10.60000038,22,41,37,1.399999976,29,37,34,1.350000024,520,0.005,44.81944333,124.5639637,1001,237.5946045,Chalk,loam,clay loam,#N/A,#N/A
2226,Multiannual,589929,155935,TRUE,-3517.7146,-3.2227955,0.82045853,0.838084439,0.41854158,5.1787267,53.02638779,0.52121192,57,2.010350494,1.517978239,283.5476668,7.604655088,0.006763975,5.175162322,99455.63257,318.9361236,121.4518861,121.980072,9.251391411,0,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,18.76864839,139.9645695,251,0,Chalk,sandy clay loam,clay loam,#N/A,#N/A
2234,Annual,400285,201265,TRUE,-2.422293,0.41537863,0.6118029,0.642146786,1.1512918,0.58988327,30.87894627,2.793832568,1826,2.175848851,1.496121873,283.5188929,7.806790904,0.006703844,4.423826641,99837.84726,322.2347073,121.3174086,134.0570984,0.689033866,19.40000153,19,37,44,1.409999967,31,31,38,1.330000043,184,0.02,7.150995304,294.5704148,251,0,Oolites,loam,clay loam,#N/A,#N/A
2236,Annual,507360,311200,FALSE,-8.247453,0.3495803,0.7204845,0.838351302,1.5819128,0.9206587,1.526169619,0.300636177,56,1.672343918,1.476979978,283.8286724,7.961938764,0.006677504,3.716057688,101249.8243,322.8918221,118.8973681,15.32134819,1.284047604,0,22,42,36,1.399999976,0,0,0,0,184,0.02,5.615833947,151.6986801,101,0,Oolites,loam,,#N/A,#N/A
2241,Annual,559119,121857,TRUE,-661.8001,-3.868627,0.06487878,0.294213269,5.761707,1.3940067,4.2084447,0.780009455,60,2.512267257,1.529816961,283.584744,6.103997887,0.006841445,4.966762347,99538.30973,319.1312881,127.6070831,180.5589447,4.580274582,81.20000458,9,77,14,1.600000024,17,67,16,1.480000019,50,0.00014,2.438550632,215.1956278,501,0,Corallian Limestone,sandy loam,sandy loam,2,2
2246,Annual,414340,124140,TRUE,0.5419668,0.52962136,0.88854504,0.894789116,0.979947,0.5434569,61.69522238,3.451816429,1821,2.425794084,1.487939712,283.8471417,8.146276078,0.006848648,4.328821299,100205.8502,322.2664835,122.4758529,115.2863693,0.739109933,42.40000153,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,7.705536563,201.6861724,51,0,Chalk,loam,clay loam,#N/A,#N/A
2261,Annual,503725,313615,FALSE,-5.14459,-0.04147303,0.80385786,0.791741551,0.45516232,0.1343522,7.837544354,1.847452573,59,1.674205913,1.46600263,283.7483006,7.961938764,0.006654683,3.704472544,101104.1275,322.5992567,118.3364061,24.37381554,0.596459568,0,49,19,32,1.24000001,51,18,31,1.230000019,130,0.0005,7.255161889,91.42759139,101,0,Oolites,clay,clay,#N/A,#N/A
2273,Annual,504985,102165,TRUE,-1.6113198,0.6628432,0.87897724,0.864913871,0.7667098,0.7888057,2.963685855,0.448564053,59,1.989539979,1.495988729,284.4884257,6.336254195,0.007083563,4.129228725,101438.4938,323.3899304,123.4169054,6.503007889,0.613992214,2.900000334,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,21.85576603,1404.148173,1001,0,Chalk,loam,clay loam,#N/A,#N/A
2284,Annual,465555,130655,TRUE,-117.48312,0.469509,0.9250144,0.881856071,0.4977361,1.1533914,60.05198633,2.773266225,60,2.621796278,1.432189469,283.4916235,8.427272862,0.006717606,4.200508524,99556.68169,319.7971361,117.9300448,143.728653,4.102758408,8.5,21,44,35,1.409999967,25,40,35,1.370000005,550,0.015,36.07027254,102.9461982,1,1699.570435,Chalk,loam,loam,#N/A,#N/A
2298,Annual,510135,111325,TRUE,-15.297899,0.24266368,0.62072456,0.679589076,1.1321679,0.35794085,78.57170311,2.62805021,54,2.636856515,1.555878148,283.5039741,6.292935412,0.006774654,4.894175557,99432.86831,318.8638146,128.9357407,169.8092957,6.55175972,59.8999939,19,37,44,1.409999967,31,31,38,1.330000043,550,0.015,14.58948821,175.7230249,1001,0,Chalk,loam,clay loam,#N/A,#N/A
2300,Multiannual,348280,366850,TRUE,-169.44148,-0.8896296,0.77783126,0.744396125,2.7749631,0.39102685,5.671425633,0.772305095,1714,1.916155535,1.394756144,283.5474302,6.877820409,0.006649619,3.711331035,100900.7421,323.9310479,114.8706444,35.60946274,1.872715831,19.80000114,19,37,44,1.409999967,31,31,38,1.330000043,33,0.01,2.255444004,231.8176433,101,0,Triassic Sandstone,loam,clay loam,#N/A,#N/A
2326,Multiannual,629871,145756,TRUE,-919.80975,0.17642194,0.6044034,0.558573831,0.3911375,1.3886788,84.59457277,1.698524395,59,2.488828046,1.460317454,283.8101753,6.701862052,0.006967837,4.632072621,99829.4874,320.2404705,123.3305775,110.0679626,3.960403681,8,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,38.81076624,509.1721082,1001,0,Chalk,loam,loam,#N/A,#N/A
2327,Annual,431855,126755,TRUE,-121.700424,-0.74451387,0.8410442,0.881803746,1.2110913,2.7243903,24.4582692,0.473561385,59,2.259857612,1.485502234,284.2560465,8.146276078,0.006958067,3.521205256,101045.9218,323.9300123,124.7922783,49.60979462,1.532946587,26.99999809,19,37,44,1.409999967,31,31,38,1.330000043,550,0.015,23.28631383,70.33246806,1,0,Chalk,loam,clay loam,#N/A,#N/A
2331,Annual,472225,196855,TRUE,-155.45648,-0.8292742,0.8870584,0.874563873,0.48601234,2.7519453,29.48201747,1.226018804,44,1.865717414,1.368938598,283.1635895,8.154764635,0.006548401,4.256975363,99160.26324,319.277305,109.2897403,152.1942902,2.413280964,0,19,37,44,1.409999967,0,0,0,0,550,0.015,8.661074254,118.6087121,51,0,Chalk,loam,,#N/A,#N/A
2357,Annual,502967,177054,FALSE,-543.3409,-5.207568,0.12099126,0.170733497,7.125962,1.4837277,0.602569341,0.158629044,55,1.581161008,1.468309202,284.2727902,8.449890581,0.006881114,3.473313531,101323.2053,323.7051016,120.3675484,20.05566025,1.195360422,2.399999619,22,41,37,1.399999976,29,37,34,1.350000024,100,0.005,20.88201392,1409.693722,101,121.9133301,Chalk,loam,clay loam,1,0
2361,Annual,494505,316085,FALSE,0.41550654,0.360883,0.864753,0.878384729,0.90809506,0.38215533,9.366176937,2.730416546,57,1.793921136,1.49690413,283.2548119,8.170701117,0.006515233,4.433840974,100117.0097,320.4475562,118.6404434,102.0282822,4.533793449,0,53,25,22,1.24000001,56,23,21,1.220000029,130,0.0005,9.667932366,58.79756787,101,0,Oolites,clay,clay,#N/A,#N/A
2363,Annual,545070,152140,TRUE,-2077.8613,-14.614496,0.4265392,0.489613009,16.603622,0.89584446,2.067012086,0.707561397,1826,2.176506018,1.416369759,283.5253927,8.545290384,0.006717533,4.241686261,99578.42749,319.2012412,115.39115,160.4451904,4.376672745,25.6000061,10,75,15,1.580000043,15,68,17,1.50999999,270,0.0006,7.012190521,199.4691021,1,0,Lower Greensand,sandy loam,sandy loam,#N/A,#N/A
2378,Annual,371400,146800,TRUE,-24.463383,-0.9394126,0.7591314,0.735172886,2.7683566,0.24090894,9.124514362,3.241955011,1822,2.747097478,1.524197932,283.5778863,7.812595891,0.006790916,4.520732204,99710.56565,322.1511485,126.6375128,157.8608704,3.175242662,33.99999237,24,48,28,1.399999976,34,41,25,1.330000043,15,0.005,1.589138578,77.44208149,51,0,Carboniferous Limestone,sandy clay loam,clay loam,#N/A,#N/A
2385,Annual,411780,215820,TRUE,-26580.053,-11.801422,0.64957345,0.73082913,10.90425,9.103072,7.765473779,0.472381323,58,2.159036147,1.47795143,283.0899206,7.806790904,0.006558513,4.388949009,99060.39781,320.2158774,120.8367193,196.6882324,0.66536957,28.69999695,22,42,36,1.399999976,0,0,0,0,184,0.02,2.163863786,34.00203082,51,0,Oolites,loam,,#N/A,#N/A
2398,Multiannual,443935,196885,TRUE,-17963.604,-11.227871,0.20081902,0.175581932,3.972471,12.834204,7.481619512,0.166668698,57,1.530284777,1.45788724,283.9675184,7.847316624,0.006800165,3.542549942,100773.1608,323.6117632,119.9516187,67.2256546,1.236096859,9.400005341,19,37,44,1.409999967,31,31,38,1.330000043,700,0.0005,13.88056598,253.2521728,51,131.6147308,Corallian Limestone,loam,clay loam,0,0
2406,Annual,629257,157387,TRUE,-9.584666,0.051802635,0.90482306,0.914292321,0.3801615,0.28879043,3.529626737,0.691018265,1723,1.734008757,1.518735805,284.4419326,6.701862052,0.007102056,4.688751772,101126.7622,323.0597858,122.958002,8.851601601,1.887846112,2.199999809,22,41,37,1.399999976,29,37,34,1.350000024,90,0.001,44.77227983,155.9336376,1001,0,Lower Greensand,loam,clay loam,#N/A,#N/A
2412,Annual,622449,153435,TRUE,-283.51898,0.02852577,0.8735235,0.840799205,0.120634645,0.6069582,18.26508916,0.952732022,60,2.078587074,1.49453006,284.2401607,6.701862052,0.007043119,4.615885814,100722.4624,322.1491754,121.9657265,40.40492249,1.7630409,0,9,77,14,1.600000024,17,67,16,1.480000019,550,0.015,36.99209255,154.3460812,1001,0,Lower Greensand,sandy loam,sandy loam,#N/A,#N/A
2415,Annual,510645,108545,TRUE,-117.76059,0.088682294,0.89125824,0.878074867,0.2781505,0.454465,55.67198469,3.693798951,57,2.335761228,1.525947387,284.0259531,6.292935412,0.006937588,4.134944039,100478.2449,321.2736923,128.2444478,62.84619522,2.523160219,0,51,17,32,1.220000029,52,19,29,1.230000019,550,0.015,17.27214023,671.507068,1001,0,Chalk,clay,clay,#N/A,#N/A
2416,Annual,605910,148350,TRUE,-83.64378,0.5690558,0.93130183,0.946271435,0.5807022,0.92801017,11.48549714,0.523860295,57,1.971412926,1.474152798,284.3265125,7.604655088,0.007053288,3.725520054,100981.3053,322.6006856,124.6856716,39.77409363,8.804780006,8,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,21.1144022,143.0204769,1001,0,Chalk,loam,clay loam,#N/A,#N/A
2425,Annual,486955,370505,FALSE,-96.03613,-0.1416533,0.37912497,0.313574215,1.8921512,1.3492292,1.577232959,0.144187474,57,1.785925512,1.499341684,283.6328916,7.722836944,0.006624415,4.482969088,101311.7755,322.5534773,117.6939887,5.910390854,0.971729517,0,51,17,32,1.220000029,52,19,29,1.230000019,20,0.0015,12.27407049,92.64076945,751,0,Triassic Sandstone,clay,clay,#N/A,#N/A
2434,Annual,584656,241072,FALSE,-131.38524,0.55462205,0.841458,0.849126473,0.7922341,0.63936394,28.74666737,0.519742995,42,1.470591453,1.487195783,283.9904777,8.134556528,0.006741097,3.947420493,101007.6603,321.501104,118.150407,54.9127388,0.755642474,18.09999847,48,23,29,1.25,45,26,29,1.25999999,550,0.015,67.1159876,266.1974288,1001,0,Chalk,clay,clay,#N/A,#N/A
2439,Decadal,348702,351874,TRUE,-24.032478,-0.29529738,-0.28746212,-0.307326566,0.90785885,1.1083847,27.98839299,0.547746803,50,1.848466591,1.426593263,283.3456796,6.877820409,0.006603818,4.494772809,100371.1365,322.9361614,114.4845476,87.85719299,3.542562485,15.5,5,89,6,1.700000048,5,89,6,1.700000048,33,0.01,1.190339373,70.06829293,1,0,Permian Sandstone,sand,sand,0,0
2447,Annual,451475,152505,TRUE,-41.82641,-0.06262374,0.85764533,0.859351785,0.78449285,2.0307589,43.32394579,1.454842331,62,2.063307773,1.498327787,283.5965496,8.427272862,0.00672675,4.248055051,99856.70556,320.9836468,122.7057822,132.3821716,4.903529167,13.50000763,19,37,44,1.409999967,0,0,0,0,550,0.015,33.04370666,99.47861551,1,0,Chalk,loam,,#N/A,#N/A
