No,Wavelet transform,period,label,easting,northing,lat,long,Aquifer,Top Soil,Sub Soil,P,PET,TAS,DTR,HUSS,WIND,PSURF,RLDS,RSDS,train,record_start,record_end,record_span,max_gap,day_amount,month_amount,season_amount,year_amount,day_dst,month_dst,season_dst,mean,std,test,record_start,record_end,record_span,max_gap,day_amount,month_amount,season_amount,year_amount,day_dst,month_dst,season_dst,mean,std
2577,Annual,1,Stubwood Well,409715,340005,52.957321,-1.856825,Triassic Sandstone,loam,clay loam,2.243927791,1.382403467,282.4935272,7.555826268,0.006275719,3.855913827,99911.23176,319.7196902,113.9383238,,1971,2014,44,0.279452055,904,509,176,44,20.54545455,11.56818182,4,10.94291537,0.563809806,,2015,2019,5,0.183561644,59,52,20,5,11.8,10.4,4,11.04003346,0.400237433
2580,Multiannual,7.1,Owletts,566495,168737,51.39324,0.391738,Chalk,loam,loam,1.780226459,1.420455969,283.0998663,8.253918987,0.006556487,4.519375664,100296.8298,318.6457567,115.3005158,,1971,2014,44,1.528767123,432,419,159,43,10.04651163,9.744186047,3.697674419,67.86202363,0.913628474,,2015,2019,5,0.22739726,57,57,20,5,11.4,11.4,4,68.07931286,0.965011191
2595,Annual,1,Markway,424635,102875,50.824892,-1.651608,Chalk,sand,sand,2.448169286,1.443121904,283.4590525,7.384454044,0.006701603,4.264563892,100771.3974,320.6060812,120.5557308,,1999,2014,16,1.164383562,167,164,59,16,10.4375,10.25,3.6875,3.491043938,0.24248417,,2015,2019,5,0.180821918,59,58,20,5,11.8,11.6,4,3.424743319,0.149931517
2603,Annual,1,Sheephouse Farm,405684,205445,51.747669,-1.919062,Oolites,clay,clay,2.225124135,1.461380515,282.7480534,7.673734289,0.006436447,4.57140001,99699.7164,319.6453083,119.6825336,,1971,2014,44,2.893150685,538,431,158,41,13.12195122,10.51219512,3.853658537,5.860458267,1.950658045,,2015,2019,5,0.205479452,60,59,20,5,12,11.8,4,5.6144973,1.85613292
2604,Multiannual,7.1,Brocton Park Farm,395495,320105,52.7785,-2.068218,Triassic Sandstone,loam,clay loam,1.952703141,1.425791776,282.6144551,7.724265635,0.006330377,4.633725178,99965.34974,320.3058237,113.6765836,,1978,2014,37,1.419178082,643,416,141,36,17.86111111,11.55555556,3.916666667,22.12785831,1.410740974,,2015,2019,5,0.115068493,60,58,20,5,12,11.6,4,22.72291067,0.615626691
2612,Annual,1,Horsehall Hill,426165,166655,51.398325,-1.62528,Chalk,sandy clay loam,clay loam,2.244526425,1.43608931,282.7886833,7.947018429,0.006459227,4.440825324,99686.24504,318.9120175,118.6712239,,1988,2014,27,1.090410959,287,282,102,27,10.62962963,10.44444444,3.777777778,24.69691934,1.727184538,,2015,2019,5,0.260273973,56,56,20,5,11.2,11.2,4,25.50887491,1.252601464
2616,Multiannual,7.1,Cranmere Farm,375575,297515,52.57489,-2.361838,Triassic Sandstone,sand,loamy sand,1.863789501,1.40592868,282.9717629,7.724265635,0.006461808,3.931475486,100513.7893,321.9777705,115.4803774,,1976,2014,39,1.657534247,527,407,146,38,13.86842105,10.71052632,3.842105263,7.124265326,0.241397679,,2015,2019,5,0.246575342,53,46,20,5,10.6,9.2,4,7.127684466,0.159081558
2622,Annual,1,Heighton Blackcap Farm 2,546635,103913,50.816205,0.08018,Chalk,loam,loam,2.174708803,1.398953745,283.3278882,5.778736839,0.006744401,4.268883238,100608.7233,319.0652306,121.0481021,,1971,2014,44,2.756164384,403,385,158,42,9.595238095,9.166666667,3.761904762,39.2425851,0.423578123,,2015,2019,5,0.191780822,53,52,20,5,10.6,10.4,4,39.05809331,0.544194971
2627,Annual,1.2,Sleaford Bristol Way,506055,345905,52.999965,-0.421127,Oolites,clay,clay,1.682356488,1.454331901,283.0222555,7.887920562,0.006411538,4.76320315,101250.2365,320.9023662,112.8136155,,1999,2014,16,0.465753425,236,169,62,16,14.75,10.5625,3.875,0.804166894,0.221992314,,2015,2019,5,0.345205479,55,55,20,5,11,11,4,0.879074444,0.194126141
2630,Multiannual,7.1,Lower Acton Farm,384785,267505,52.30544,-2.22456,Triassic Sandstone,loam,loam,1.825806301,1.460901421,283.0731967,7.636595673,0.006503682,4.671260767,100583.7094,322.1364984,116.2475353,,1973,2014,42,0.435616438,623,470,164,42,14.83333333,11.19047619,3.904761905,3.828285419,0.726797769,,2015,2019,5,0.178082192,56,47,20,5,11.2,9.4,4,3.967059496,0.548902866
2636,Annual,1,College farm,550027,248528,52.114717,0.189636,Chalk,sandy loam,sandy loam,1.502802912,1.431803553,283.3441962,7.940990308,0.006529134,3.924235729,101226.2475,320.8420628,114.8910683,,1999,2014,16,0.515068493,166,164,62,16,10.375,10.25,3.875,1.773677753,0.402091697,,2015,2019,5,0.495890411,41,41,19,5,8.2,8.2,3.8,1.771141755,0.344291079
2642,Multiannual,7.1,Cresent Cottages,529260,229430,51.948347,-0.120671,Chalk,clay,clay,1.68704812,1.422734877,282.935254,7.768495066,0.006422792,3.813014378,100293.8781,319.0139552,116.9807754,,1971,2014,44,0.369863014,515,499,175,44,11.70454545,11.34090909,3.977272727,18.45155317,1.61081112,,2015,2019,5,0.093150685,89,60,20,5,17.8,12,4,19.10217497,1.33064958
2643,Multiannual,7.1,Streetlam Grange,430185,500446,54.39858,-1.536567,Triassic Sandstone,loam,clay loam,1.747886212,1.390105863,282.3708425,6.943853547,0.006167425,4.53490011,100716.3704,318.9433912,111.1873504,,1981,2014,34,0.326027397,386,384,133,34,11.35294118,11.29411765,3.911764706,1.005169314,0.187341645,,2015,2019,5,0.254794521,54,51,20,5,10.8,10.2,4,1.491712204,0.125043202
2649,Annual,1,Beeding Hill,521730,110030,50.876952,-0.271136,Chalk,loam,,2.430414404,1.31495143,283.0270011,5.977641657,0.00660428,4.96752711,100016.2228,317.7788568,107.5663421,,1979,2014,36,0.501369863,3330,390,140,36,92.5,10.83333333,3.888888889,76.73912157,2.920992237,,2015,2019,5,0.054794521,1770,60,20,5,354,12,4,76.95208994,2.783167608
2660,Multiannual,3.6,Roman Road Balsham,557260,249241,52.119114,0.295508,Chalk,sandy loam,sandy loam,1.61844633,1.456362602,282.9095238,7.940990308,0.006411177,4.711780993,100343.8562,318.6737825,114.281211,,1999,2014,16,0.290410959,180,179,62,16,11.25,11.1875,3.875,38.39576897,1.942509132,,2015,2019,5,0.356164384,47,47,20,5,9.4,9.4,4,38.59269569,1.744529236
2662,Annual,1,Oxborough,572421,301015,52.579599,0.543286,Chalk,sand,loamy sand,1.707072252,1.443422621,283.2399241,7.663905529,0.006506593,4.185901024,101304.4885,320.511023,115.5760104,,1999,2014,16,0.243835616,183,180,63,16,11.4375,11.25,3.9375,1.924889236,0.67559124,,2015,2019,5,0.397260274,46,46,19,5,9.2,9.2,3.8,2.164390305,0.723258354
2666,Annual,1,Southards Lane,452525,380175,53.315898,-1.213038,Magnesian Limestone,loam,loam,1.835171005,1.42925487,282.4259163,7.109643148,0.006229148,4.643427767,100165.9164,319.0356565,113.6922394,,1973,2014,42,1.117808219,802,463,158,42,19.0952381,11.02380952,3.761904762,12.35939712,2.535369061,,2015,2019,5,0.517808219,832,54,19,5,166.4,10.8,3.8,13.26617166,2.356557014
2669,Multiannual,7.1,Everington House,453525,174395,51.465997,-1.230862,Chalk,sandy clay loam,clay loam,1.938363728,1.421001525,283.1340659,8.220511404,0.006536225,3.645450399,100475.5617,320.3042176,119.4648813,,1973,2014,42,1.416438356,4497,448,156,42,107.0714286,10.66666667,3.714285714,0.802619507,0.381126055,,2015,2019,5,0.005479452,1824,60,20,5,364.8,12,4,0.803888409,0.175465609
2673,Annual,1,Old Stoke Farm,448555,137755,51.137011,-1.307376,Chalk,loam,,2.195879158,1.378052821,283.2312732,8.220511404,0.006598325,3.55554417,100523.9297,320.0887814,117.5870271,,1971,2014,44,0.421917808,487,465,172,44,11.06818182,10.56818182,3.909090909,13.09158392,1.352549326,,2015,2019,5,0.309589041,54,54,20,5,10.8,10.8,4,13.26282889,1.158642719
2676,Multiannual,7.1,Darlington Golf Course,430500,517401,54.550929,-1.529973,Magnesian Limestone,loam,clay loam,1.752610328,1.376818795,282.1810521,7.104742687,0.006112383,4.521642314,100302.1602,317.9842965,110.8056369,,1972,2014,43,0.753424658,461,397,163,43,10.72093023,9.23255814,3.790697674,16.27139698,1.388542173,,2015,2019,5,0.117808219,60,60,20,5,12,12,4,16.17475996,0.847962198
2677,Multiannual,7.1,Headley Park Pit,480425,138285,51.138193,-0.851819,Lower Greensand,loam,clay loam,2.297999906,1.369607895,283.2808788,8.204714845,0.006608612,3.516244108,100662.4536,319.9090082,116.7800928,,1994,2014,21,0.630136986,224,216,81,21,10.66666667,10.28571429,3.857142857,10.54101367,0.425838924,,2015,2019,5,0.17260274,58,58,20,5,11.6,11.6,4,11.09796102,0.495494834
2679,Annual,1,High Bridge,405000,193150,51.637129,-1.929142,Oolites,loam,loam,2.04098566,1.39638082,283.1067338,7.673734289,0.006546518,3.802554318,100362.3019,321.166928,116.7559572,,2002,2014,13,0.246575342,138,134,49,13,10.61538462,10.30769231,3.769230769,1.220314543,0.393125472,,2015,2019,5,0.167123288,58,58,20,5,11.6,11.6,4,1.231431484,0.404111634
2680,Multiannual,7.1,Orchard Lea Farm,568422,170672,51.410055,0.420327,Chalk,sandy loam,sandy loam,1.715536683,1.4127578,283.1385971,8.253918987,0.006565696,4.5333087,100379.6208,318.8326864,114.0818341,,1982,2014,33,0.580821918,339,332,128,33,10.27272727,10.06060606,3.878787879,44.7064122,0.860940469,,2015,2019,5,0.175342466,57,57,20,5,11.4,11.4,4,44.65869988,0.982399779
2681,Annual,1,Tancred Pit Hole,506921,466010,54.078907,-0.367225,Corallian Limestone,loam,,1.920854795,1.385511056,282.3347741,6.532711498,0.006257286,4.190933845,100301.0464,317.9299773,116.7821129,,1979,2014,36,1.284931507,492,408,140,36,13.66666667,11.33333333,3.888888889,4.968982002,2.985405241,,2015,2019,5,0.169863014,59,59,20,5,11.8,11.8,4,5.117975388,2.631065521
2684,Annual,1,Ashwell,529025,240625,52.048998,-0.119878,Chalk,sandy loam,sandy loam,1.600394448,1.416047954,283.1907309,7.96195184,0.006486531,3.83982867,100849.7789,320.367609,114.4654357,,1999,2014,16,0.723287671,151,150,59,16,9.4375,9.375,3.6875,10.84239757,1.420613903,,2015,2019,5,0.476712329,46,45,20,5,9.2,9,4,11.44238461,1.347915232
2690,Multiannual,7.1,Nirvana,507450,212720,51.802802,-0.443062,Chalk,silt loam,loam,1.900375887,1.454412037,282.7538128,7.768495066,0.00638443,4.484330956,99846.30239,318.2880555,116.7842998,,1989,2014,26,1.104109589,283,269,97,26,10.88461538,10.34615385,3.730769231,41.16066563,1.828024256,,2015,2019,5,0.452054795,53,53,19,5,10.6,10.6,3.8,42.54736074,0.845979245
2697,Annual,1,South Cerney,405770,196920,51.671019,-1.917955,Oolites,loam,clay loam,2.053487401,1.402502617,283.1139504,7.673734289,0.00654563,3.803756217,100392.6619,321.2364437,117.1557594,,2004,2014,11,0.484931507,107,104,40,11,9.727272727,9.454545455,3.636363636,2.176062164,0.114557102,,2015,2019,5,0.331506849,51,50,20,5,10.2,10,4,2.120170649,0.14121432
2716,Annual,1,Kemble Wick,398685,195735,51.660391,-2.020402,Oolites,loam,clay loam,2.167641189,1.452080425,282.9894647,7.367098251,0.006517287,4.580723388,100099.0901,320.7131328,118.154288,,1981,2014,34,0.197260274,6306,400,135,34,185.4705882,11.76470588,3.970588235,11.64186213,2.352095133,,2015,2019,5,0.093150685,1697,58,20,5,339.4,11.6,4,12.00864102,2.346184439
2718,Multiannual,7.1,Hilltop,373125,226365,51.935132,-2.392301,Triassic Sandstone,loam,loam,1.956717247,1.42783455,283.3925071,7.367098251,0.006633872,3.944075571,101041.7279,323.2786575,117.8505569,,1973,2014,42,0.276712329,644,477,167,42,15.33333333,11.35714286,3.976190476,12.38117686,0.446480027,,2015,2019,5,0.142465753,58,51,20,5,11.6,10.2,4,12.22076028,0.282375687
2721,Multiannual,7.1,Ray Farm,486785,190355,51.605349,-0.748237,Chalk,sandy clay loam,clay loam,2.036488933,1.495377074,283.0000706,8.020335061,0.00647454,4.415222643,100247.3346,319.4494837,121.0301382,,1984,2014,31,1.071232877,1429,324,116,31,46.09677419,10.4516129,3.741935484,27.30623028,3.237522893,,2015,2019,5,0.01369863,1821,60,20,5,364.2,12,4,29.51665328,1.108689022
2723,Annual,1,Lechlade Lakeside,419730,199220,51.691384,-1.715961,Oolites,sandy loam,sandy loam,1.840359183,1.404376166,283.1652204,7.673734289,0.006546669,3.767893464,100523.3626,321.3531156,116.7099921,,2004,2014,11,0.293150685,109,107,41,11,9.909090909,9.727272727,3.727272727,0.799783228,0.108699763,,2015,2019,5,0.257534247,55,54,20,5,11,10.8,4,0.828452119,0.124080219
2724,Decadal,42.7,Meridian,461405,349185,53.036416,-1.085703,Triassic Sandstone,loam,clay loam,1.880490971,1.400294292,282.7933625,7.109643148,0.006338729,3.893070822,100697.568,320.5292305,113.5233573,,1971,2014,44,1.616438356,776,454,164,43,18.04651163,10.55813953,3.813953488,11.45315114,0.721961204,,2015,2019,5,0.112328767,60,60,20,5,12,12,4,10.45922073,0.1394274
2726,Annual,1,Hassock Copse,453905,136405,51.124396,-1.231117,Chalk,loam,,2.183683696,1.413869607,283.0851212,8.220511404,0.006556543,4.297985108,100228.1384,319.306573,117.0838253,,1980,2014,35,0.550684932,430,376,133,35,12.28571429,10.74285714,3.8,38.15994164,1.095805391,,2015,2019,5,0.123287671,60,59,20,5,12,11.8,4,38.20755017,0.828620323
2731,Annual,1,Preston Candover,460706,141856,51.172726,-1.133031,Chalk,loam,,2.215151514,1.440113743,283.0825338,8.220511404,0.006549617,4.30106543,100244.1893,319.3065956,119.3689352,,1975,2014,40,0.419178082,5462,473,159,40,136.55,11.825,3.975,6.261760806,1.622093074,,2015,2019,5,0,1826,60,20,5,365.2,12,4,6.268951683,1.114635517
2734,Multiannual,7.1,Brocton Nature Reserve,397185,319125,52.769702,-2.043155,Triassic Sandstone,sand,sand,1.981446933,1.369780196,282.3867972,7.724265635,0.006267178,4.631361115,99503.08426,319.2072096,108.8759533,,1982,2014,33,0.84109589,419,368,127,33,12.6969697,11.15151515,3.848484848,34.58734114,0.906147161,,2015,2019,5,0.112328767,52,50,18,5,10.4,10,3.6,34.71571961,0.403229704
2740,Annual,1,Lanham Lane,459195,135365,51.114524,-1.155707,Chalk,loam,,2.286509814,1.355600155,283.136635,8.220511404,0.006571173,3.529257047,100332.6763,319.4436415,116.2497656,,1974,2014,41,0.476712329,882,465,162,41,21.51219512,11.34146341,3.951219512,9.257551982,1.48155726,,2015,2019,5,0.016438356,1770,60,20,5,354,12,4,9.615948533,1.048013496
2741,Multiannual,7.1,Littlebourne Court Farm,620737,158298,51.281031,1.1638,Chalk,loam,clay loam,1.848916422,1.409621731,283.5342813,6.381855311,0.006781453,4.078663476,100948.5115,320.6144652,119.0600625,,1998,2014,17,0.539726027,180,170,67,17,10.58823529,10,3.941176471,22.00844511,0.538018251,,2015,2019,5,0.167123288,54,54,20,5,10.8,10.8,4,22.30727844,0.374150891
2742,Annual,1,Wath Quarry 2,468036,474647,54.163115,-0.959492,Corallian Limestone,sandy loam,sandy loam,1.980690519,1.356415482,282.2985099,7.16409579,0.006189051,4.714699183,100337.2505,318.2237137,108.214127,,1998,2014,17,0.246575342,188,186,65,17,11.05882353,10.94117647,3.823529412,44.35845277,2.130733426,,2015,2019,5,0.115068493,52,52,18,5,10.4,10.4,3.6,44.43124737,2.261382934
2743,Annual,1,Peak Forest,412015,378805,53.306044,-1.821148,Carboniferous Limestone,loam,loam,3.149798133,1.271734627,281.178303,6.465172406,0.005897634,3.834831488,97514.74909,313.6468859,108.4890396,,1973,2014,42,0.912328767,773,474,161,42,18.4047619,11.28571429,3.833333333,6.381479756,0.943163797,,2015,2019,5,0.232876712,54,54,20,5,10.8,10.8,4,5.98175957,0.731872188
2744,Multiannual,7.1,Hampstead Norreys,452937,176325,51.483404,-1.239038,Chalk,sandy clay loam,clay loam,1.934693026,1.42485552,283.0414587,8.220511404,0.006508913,3.651825679,100296.7334,319.9177884,120.0627035,,1993,2014,22,0.202739726,267,255,88,22,12.13636364,11.59090909,4,2.122605565,0.987898767,,2015,2019,5,0.189041096,59,58,20,5,11.8,11.6,4,2.315215862,0.617973121
2748,Multiannual,7.1,Yorton Heath,350605,322305,52.796025,-2.733996,Triassic Sandstone,sand,loamy sand,1.933723143,1.429180632,282.7868379,7.456531633,0.006415696,4.737159432,100243.9146,321.3750693,114.8253879,,1994,2014,21,0.18630137,7430,246,83,21,353.8095238,11.71428571,3.952380952,15.17958861,0.488318174,,2015,2019,5,0,1826,60,20,5,365.2,12,4,15.36928453,0.322834706
2749,Annual,1,Larling,597273,290738,52.478891,0.903493,Chalk,sand,sand,1.755371477,1.4459661,283.2025587,7.966193337,0.006516122,4.288210253,101295.1665,319.8825635,116.70212,,1999,2014,16,0.208219178,183,180,63,16,11.4375,11.25,3.9375,0.445675878,0.987736898,,2015,2019,5,0.375342466,48,48,20,5,9.6,9.6,4,0.386119867,0.780851454
2753,Annual,1,Shotesham,624592,299162,52.543948,1.310773,Chalk,loam,clay loam,1.741570373,1.434115142,283.1388538,7.174165862,0.006536853,4.50314397,101077.0498,319.362686,116.087893,,1996,2014,19,1.090410959,200,198,71,19,10.52631579,10.42105263,3.736842105,2.06883136,0.113776085,,2015,2019,5,0.156164384,58,58,20,5,11.6,11.6,4,2.144126188,0.117458217
2759,Annual,1,Carlton Lake Drift,465052,423106,53.700334,-1.016138,Triassic Sandstone,loam,loam,1.651779664,1.431435387,282.8411467,7.197851421,0.006335106,4.690169137,101361.1659,320.886815,112.3892292,,1991,2014,24,1.115068493,256,252,89,24,10.66666667,10.5,3.708333333,2.678019514,0.311157654,,2015,2019,5,0.178082192,57,57,20,5,11.4,11.4,4,2.86189424,0.238509659
2764,Annual,1,Holly House High Street,593630,313170,52.681602,0.863022,Chalk,loam,loam,1.853311058,1.437359356,282.8767468,7.663905529,0.00643365,4.348769394,100682.831,318.618753,117.564183,,1996,2014,19,1.084931507,200,199,70,19,10.52631579,10.47368421,3.684210526,0.40470465,0.244771322,,2015,2019,5,0.194520548,56,56,20,5,11.2,11.2,4,0.417311793,0.16509496
2776,Annual,1,Shripney,492907,101615,50.806648,-0.682813,Chalk,clay,clay,2.016566892,1.434475556,283.737963,6.021393112,0.006796927,4.148256962,101442.7468,321.0974464,119.8410045,,1980,2014,35,2.087671233,298,286,123,34,8.764705882,8.411764706,3.617647059,2.319427308,0.406086669,,2015,2019,5,0.15890411,59,59,20,5,11.8,11.8,4,2.311858203,0.333702773
2777,Annual,1,Lertoll Well,410035,195355,51.656888,-1.856326,Oolites,loam,loam,1.94976565,1.403334423,283.1452815,7.673734289,0.006551803,3.789882896,100454.8904,321.3209654,117.069689,,2004,2014,11,0.175342466,120,115,41,11,10.90909091,10.45454545,3.727272727,1.37792126,0.330748142,,2015,2019,5,0.260273973,53,52,20,5,10.6,10.4,4,1.457091071,0.312128284
2778,Annual,1,Newton Down Farm,442055,139055,51.149213,-1.400123,Chalk,loam,,2.208130307,1.381795819,283.3274093,8.220511404,0.006626069,3.577102808,100720.9036,320.6866568,117.3565767,,1971,2014,44,0.597260274,476,458,171,44,10.81818182,10.40909091,3.886363636,34.65859304,1.999655598,,2015,2019,5,0.254794521,58,58,20,5,11.6,11.6,4,34.94442903,1.65541769
2781,Multiannual,7.1,Northampton,383675,265345,52.28599,-2.240734,Triassic Sandstone,loam,loam,1.821123949,1.461448446,282.9920326,7.636595673,0.006483446,4.674115295,100406.1166,321.7409015,116.8737571,,1973,2014,42,1.052054795,608,452,159,42,14.47619048,10.76190476,3.785714286,4.81839508,0.688450438,,2015,2019,5,0.150684932,57,48,20,5,11.4,9.6,4,4.969694422,0.508838048
2782,Multiannual,7.1,Castle Farm Arkendale,438221,458289,54.019184,-1.418143,Magnesian Limestone,loam,clay loam,1.861868299,1.408353975,282.4929987,7.343361654,0.006218279,4.591510125,100646.7858,319.5407558,111.6149215,,1971,2014,44,0.671232877,500,495,174,44,11.36363636,11.25,3.954545455,7.76719071,0.417498846,,2015,2019,5,0.356164384,49,48,19,5,9.8,9.6,3.8,7.758671526,0.386728717
2784,Annual,1,Glebe Farm Chitterne,398824,143816,51.193559,-2.018203,Chalk,loam,,2.251468746,1.441936633,283.1094437,7.555482858,0.006586315,3.727869467,100189.4063,320.3422927,123.6571135,,1985,2014,30,1.515068493,402,310,111,30,13.4,10.33333333,3.7,7.002816555,4.674955346,,2015,2019,5,0.136986301,54,51,20,5,10.8,10.2,4,7.379118379,4.99005879
2799,Annual,1,Chillingham Farm,452455,135055,51.112392,-1.252031,Chalk,loam,,2.174926909,1.415150522,283.1042531,8.220511404,0.006563151,4.296873395,100262.7459,319.3882191,117.1974719,,1971,2014,44,1.030136986,477,419,160,44,10.84090909,9.522727273,3.636363636,46.4624149,1.671614625,,2015,2019,5,0.167123288,59,59,20,5,11.8,11.8,4,46.59030994,1.318440379
2800,Annual,1,Montgomerys Farm,478065,146645,51.213677,-0.883732,Chalk,loam,,2.230205576,1.399801607,282.7939989,8.204714845,0.006461218,4.297503237,99703.3228,317.8171361,116.2343421,,1975,2014,40,1.490410959,397,388,146,40,9.925,9.7,3.65,27.8307708,4.120253158,,2015,2019,5,0.249315068,55,55,20,5,11,11,4,29.02441633,3.463635743
2809,Annual,1,West End Cottage,403410,164286,51.377612,-1.952387,Lower Greensand,loam,loam,2.09620864,1.417591603,282.7819259,7.947018429,0.006475093,3.755161096,99643.37447,319.1473417,121.7100046,,1992,2014,23,0.438356164,259,249,91,23,11.26086957,10.82608696,3.956521739,3.383271451,1.710258863,,2015,2019,5,0.249315068,52,51,20,5,10.4,10.2,4,3.544230762,1.69458457
2811,Decadal,14.2,Braimber Lane,440545,462323,54.05526,-1.382139,Triassic Sandstone,loam,clay loam,1.83758411,1.395710392,282.4320392,7.343361654,0.006202077,4.596673864,100556.674,319.2202216,110.7747924,,1976,2014,39,0.739726027,443,441,153,39,11.35897436,11.30769231,3.923076923,6.692235636,0.690548421,,2015,2019,5,0.37260274,49,45,19,5,9.8,9,3.8,6.157053437,0.360526825
2818,Multiannual,7.1,Frith Cottage,491690,138410,51.137626,-0.690814,Lower Greensand,sand,sand,2.408343774,1.386393173,283.0412803,8.204714845,0.006542582,4.269142984,100181.4777,318.642801,114.4590434,,1971,2014,44,0.761643836,1370,492,174,44,31.13636364,11.18181818,3.954545455,21.63967742,1.097697943,,2015,2019,5,0.15890411,59,59,20,5,11.8,11.8,4,21.21453082,1.211423506
2820,Multiannual,7.1,Walshford Limestone,441224,453303,53.974143,-1.372987,Triassic Sandstone,loam,clay loam,1.820636688,1.411449162,282.6518951,7.197851421,0.006263635,4.604099646,101151.7889,320.2622962,111.6429011,,1987,2014,28,0.671232877,315,315,109,28,11.25,11.25,3.892857143,0.405953963,0.496245613,,2015,2019,5,0.684931507,50,48,18,5,10,9.6,3.6,0.51341428,0.399294378
2826,Annual,1,Foxley 2,390310,185982,51.572616,-2.141205,Oolites,loam,,2.188198987,1.419791669,283.180387,7.367098251,0.006584701,3.84179282,100431.443,321.5602936,119.1271163,,1976,2014,39,0.380821918,616,432,152,39,15.79487179,11.07692308,3.897435897,2.352401195,1.93166141,,2015,2019,5,0.180821918,50,50,20,5,10,10,4,1.74851613,1.508048063
2828,Annual,1,Snoddington Down,425455,145155,51.205039,-1.637012,Chalk,loam,,2.190064503,1.448378394,283.0115375,7.947018429,0.006538767,4.392415588,100047.9925,319.5547766,120.0797533,,1971,2014,44,0.493150685,490,472,174,44,11.13636364,10.72727273,3.954545455,24.35582922,3.585548877,,2015,2019,5,0.150684932,59,59,20,5,11.8,11.8,4,26.05690359,3.093380836
2832,Annual,1,Kenley Reach Thearne,507285,437161,53.819651,-0.371792,Chalk,loam,clay loam,1.753102231,1.422067351,282.7443538,6.690779161,0.006357218,4.915128574,101073.7613,319.8544103,113.3483472,,1980,2014,35,0.734246575,407,390,135,35,11.62857143,11.14285714,3.857142857,0.74321339,0.701907795,,2015,2019,5,0.120547945,60,60,20,5,12,12,4,0.639210933,0.538959801
2833,Annual,1,Kilham,506761,464214,54.062805,-0.370302,Chalk,loam,clay loam,1.877836557,1.374274549,282.4839897,6.532711498,0.00629633,4.188479244,100588.0768,318.6330502,114.7851987,,1979,2014,36,0.342465753,503,420,144,36,13.97222222,11.66666667,4,1.565175808,1.305170776,,2015,2019,5,0.153424658,58,58,20,5,11.6,11.6,4,1.49578217,1.146243114
2840,Annual,1,Tower Hills,598710,321850,52.757691,0.943312,Chalk,loam,clay loam,1.869386048,1.44823108,282.9552728,7.663905529,0.006467689,4.411551182,100924.7925,319.0019053,118.6326998,,1974,2014,41,1.610958904,1164,405,153,41,28.3902439,9.87804878,3.731707317,21.86536125,0.57472203,,2015,2019,5,0,1826,60,20,5,365.2,12,4,21.82968763,0.501822978
2843,Multiannual,7.1,Waters Upton,363225,319295,52.769978,-2.546504,Permian Sandstone,clay,clay,1.735398392,1.37900833,282.9618526,7.456531633,0.006453458,3.94628939,100602.0053,322.1440171,113.0513959,,1976,2014,39,0.528767123,438,424,151,39,11.23076923,10.87179487,3.871794872,6.44640174,0.327345179,,2015,2019,5,0.095890411,60,58,20,5,12,11.6,4,6.214970233,0.246654223
2853,Annual,1,Oakhill 1,365650,147870,51.228973,-2.493316,Carboniferous Limestone,loam,clay loam,3.165775673,1.398769623,282.6116821,7.555482858,0.006471603,4.642721672,99155.54999,318.4656548,118.3703671,,1974,2014,41,2.128767123,426,407,153,40,10.65,10.175,3.825,10.57593253,1.304275995,,2015,2019,5,0.232876712,52,50,20,5,10.4,10,4,10.49210534,1.12128062
2854,Annual,1,Undergreen Hill,391064,649153,55.735669,-2.143864,Unallocated to aquifers,sandy loam,sandy loam,1.862230265,1.364744699,281.9654194,6.345816517,0.005979464,4.215869388,100069.0059,316.985193,109.9666539,,1992,2014,23,0.402739726,379,264,91,23,16.47826087,11.47826087,3.956521739,2.072485339,0.341224519,,2015,2019,5,0.246575342,60,55,20,5,12,11,4,1.975936966,0.354714087
2855,Annual,1,Field Farm,551342,245280,52.08518,0.207384,Chalk,sandy loam,sandy loam,1.565204881,1.445286639,283.0054,7.940990308,0.006437454,4.677955368,100515.7644,319.1776136,112.7284268,,1999,2014,16,0.44109589,173,171,62,16,10.8125,10.6875,3.875,45.03764327,1.284163276,,2015,2019,5,0.42739726,46,46,20,5,9.2,9.2,4,45.38458346,1.029097027
2862,Annual,1,Long Plantation Rushford,593419,281203,52.394655,0.841302,Chalk,sand,loamy sand,1.697948858,1.442201267,283.2594351,7.966193337,0.00652565,4.232351499,101331.9899,320.1163071,115.8831006,,1999,2014,16,0.246575342,184,179,63,16,11.5,11.1875,3.9375,6.30480331,0.478865919,,2015,2019,5,0.252054795,49,49,20,5,9.8,9.8,4,6.529573718,0.469194903
2868,Annual,1,Hollycroft Drift,504379,437457,53.822901,-0.415815,Chalk,loam,clay loam,1.795800269,1.424545348,282.7212131,6.690779161,0.006346461,4.897005582,101018.2624,319.7850672,113.5725121,,1980,2014,35,2.178082192,339,321,116,32,10.59375,10.03125,3.625,1.762542905,0.89723123,,2015,2019,5,0.167123288,58,58,20,5,11.6,11.6,4,1.685852335,0.744384067
2876,Annual,1,Stanton Hill,447965,360215,53.136928,-1.284474,Carboniferous Limestone,loam,clay loam,2.090180518,1.389583354,282.1624697,7.109643148,0.006164554,4.629363253,99482.46202,317.7958248,111.0187505,,1973,2014,42,0.246575342,829,495,168,42,19.73809524,11.78571429,4,4.524500973,0.567393949,,2015,2019,5,0.15890411,59,59,20,5,11.8,11.8,4,4.812839588,0.60949605
