No,Wavelet transform,Period,label,easting,northing,lat,long,Aquifer,Top Soil,Sub Soil,P,PET,TAS,DTR,HUSS,WIND,PSURF,RLDS,RSDS,elev,slope,hand,t_clay,t_sand,t_silt,t_bd,s_clay,s_sand,s_silt,s_bd,ts,sy,sdf,pop_dens,irri_int,gw_abs,test,record_start,record_end,record_span,max_gap,day_amount,month_amount,season_amount,year_amount,day_dst,month_dst,season_dst,mean,std,Corr
1831,Multiannual,7,Fairfield Nursery,518824,245735,52.097197,-0.266781,Lower Greensand,loam,clay loam,1.45569551,1.474017493,284.0406205,8.083954113,0.006749029,3.619992147,101161.9352,323.1260385,118.3167271,26.36874199,0.512015283,3.400001526,22,41,37,1.399999976,29,37,34,1.350000024,270,0.0006,31.5252088,466.1033375,251,99.05208588,,2015,2019,5,0.438356164,44,43,20,5,8.8,8.6,4,1.551469263,0.154821945,0.782708502
1832,Multiannual,7,Highmoor,470084,184289,51.553139,-0.990558,Chalk,silt loam,loam,2.001204821,1.524848953,283.5520225,8.154764635,0.006673431,4.247597588,99878.25301,320.9945246,123.5164794,140.0015259,1.280273199,13.6000061,11,35,54,1.49000001,20,37,43,1.399999976,550,0.015,5.245207607,134.5972932,251,0,,2015,2019,5,0.161643836,59,59,20,5,11.8,11.8,4,76.95067844,1.209388819,0.51119998
1841,Annual,1,Whitwell Common,608471,320417,52.741153,1.086829,Chalk,loam,clay loam,1.880668124,1.54548363,283.791421,7.324315532,0.006736504,4.54008472,101129.7244,320.9804441,123.7519982,17.36073685,1.826531529,3.100000381,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,80.3206895,60.26367284,1001,0,,2015,2019,5,0.249315068,56,55,20,5,11.2,11,4,0.083772564,0.219471115,0.769815158
1846,Annual,1,Radley Crossroads,436720,169680,51.42494,-1.473254,Chalk,sandy clay loam,clay loam,1.86467689,1.461312441,283.6387501,8.427272862,0.006731848,3.541325023,100023.7039,321.7542514,122.8733392,105.4027557,5.0989604,4,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,36.44723537,92.0422958,51,0,,2015,2019,5,0.22739726,58,58,20,5,11.6,11.6,4,10.42310053,0.912367072,0.905203106
1853,Annual,1,Elm Tree House,424055,188965,51.599013,-1.654095,Corallian Limestone,clay,clay,1.734392113,1.449459336,283.7217817,7.806790904,0.006750157,3.588828741,100181.3795,322.682171,120.499642,98.55497742,2.517423868,11.79999542,51,17,32,1.220000029,52,19,29,1.230000019,0.1,0.02,13.86926816,118.5264337,51,0,,2015,2019,5,0.169863014,59,59,20,5,11.8,11.8,4,2.478875725,0.216724592,0.859431113
1869,Annual,1,Teddington,516838,171678,51.432062,-0.32064,Lower Greensand,loam,clay loam,1.645673602,1.472075707,284.3886717,8.550876397,0.00692345,3.474823017,101503.6745,323.9266738,120.5902821,8.820140839,0.649184644,0.399999619,22,41,37,1.399999976,29,37,34,1.350000024,100,0.005,6.4696843,4102.804651,251,1.90979147,,2015,2019,5,0.180821918,654,57,20,5,130.8,11.4,4,5.055942158,0.195760077,0.946129897
1872,Annual,1,Jane Austens House,470825,137595,51.133256,-0.989148,Chalk,loam,,2.409419495,1.509046086,283.7337197,8.449890581,0.006779409,4.199345262,100084.0597,321.0039701,123.9649516,112.5752563,1.243947744,3.900001526,19,37,44,1.409999967,0,0,0,0,550,0.015,32.08582271,318.1985187,501,0,,2015,2019,5,0.22739726,57,57,20,5,11.4,11.4,4,7.740519458,2.038893839,0.898614759
1876,Annual,1,Rare Breeds Farm,421102,142370,51.180173,-1.699483,Chalk,loam,,2.080175248,1.459549786,283.7827234,8.146276078,0.006808612,3.565722897,100148.804,322.2114861,123.3485524,126.701828,1.995380044,27.29999542,19,37,44,1.409999967,0,0,0,0,550,0.015,17.92170586,163.6386504,51,0,,2015,2019,5,0.22739726,53,51,20,5,10.6,10.2,4,47.04541291,1.939240363,0.918714802
1877,Annual,1,Adder Bottom,525462,109983,50.875733,-0.218133,Chalk,loam,loam,2.577272725,1.582653042,283.4681483,6.292935412,0.006784746,5.652352057,99354.69214,318.5731064,129.6836149,124.2071991,3.258602142,13.79999542,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,12.27812019,1000.675133,1,0,,2015,2019,5,0.18630137,58,57,20,5,11.6,11.4,4,38.39461289,0.943815734,0.567939757
1902,Annual,1,Saxby,498585,385795,53.359837,-0.520109,Oolites,clay,clay,1.787075573,1.490655489,283.4023732,7.722836944,0.006570865,4.563292961,100985.3829,321.2821345,118.6826794,32.75593567,1.897475481,4.899999619,49,19,32,1.24000001,51,18,31,1.230000019,184,0.02,10.40176301,52.99518779,1001,0,,2015,2019,5,0.169863014,58,58,20,5,11.6,11.6,4,8.211452911,3.86149925,0.863887078
1924,Annual,1,Shottesbrooke Park,484125,177305,51.488441,-0.789753,Chalk,loam,clay loam,1.662102958,1.456643937,284.1613596,8.449890581,0.006852315,3.473165737,101113.5737,323.5003442,119.7715371,37.09844208,0.138265237,6.299999237,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,9.922601804,531.2494858,251,0,,2015,2019,5,0.526027397,61,52,19,5,12.2,10.4,3.8,5.177622408,1.221617169,0.759088703
1927,Annual,1,Woods Copse Forest Side,474855,112455,50.90672,-0.936743,Chalk,loam,,2.434063526,1.445248136,284.1208434,6.336254195,0.006931723,3.41247087,100715.3753,322.2237408,123.6960327,85.85336304,6.021987438,23.30000305,19,37,44,1.409999967,0,0,0,0,550,0.015,29.50974965,383.3150305,101,0,,2015,2019,5,0.115068493,59,59,20,5,11.8,11.8,4,51.00285457,2.802989581,0.923355066
1931,Annual,1,Sutton Scotney,445705,139405,51.152081,-1.347899,Chalk,loam,clay loam,2.148959469,1.423588196,283.9974527,8.427272862,0.00686127,3.495117653,100614.6717,322.7324514,119.6145567,83.71517181,1.161425948,21.19999695,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,38.31026729,75.46708829,1,0,,2015,2019,5,0.104109589,60,60,20,5,12,12,4,26.64633848,1.086615681,0.940013855
1936,Annual,1,Swarraton,456955,137055,51.129945,-1.187438,Chalk,loam,,2.21456736,1.4869098,283.8539233,8.427272862,0.006817356,3.468686793,100314.3309,321.8143846,125.9482034,96.34292603,5.602194786,22.59999847,19,37,44,1.409999967,0,0,0,0,550,0.015,43.02612793,79.66336867,1,0,,2015,2019,5,0.167123288,59,59,20,5,11.8,11.8,4,21.71919722,0.304112481,0.90314293
1946,Annual,2,Keelby,517355,409105,53.565429,-0.229512,Chalk,loam,clay loam,1.777491785,1.437521743,283.3907354,6.699781022,0.00660069,3.97662099,100902.4639,320.9577244,118.5881294,19.98529053,1.913647413,7.400000572,19,37,44,1.409999967,31,31,38,1.330000043,550,0.015,7.599987326,125.6112458,1001,0,,2015,2019,5,0.156164384,59,58,20,5,11.8,11.6,4,6.562070191,1.755521498,0.797509794
1953,Annual,1,Upper Bevendean,534991,106689,50.843983,-0.083987,Chalk,loam,,2.301533406,1.408428202,283.920215,6.292935412,0.006946123,4.897940607,100255.9703,320.6160675,115.00025,86.63684082,7.202265263,0,19,37,44,1.409999967,0,0,0,0,550,0.015,12.56847901,2154.016953,1,0,,2015,2019,5,0.304109589,1018,42,20,5,203.6,8.4,4,32.95926277,3.260613957,0.857180543
1957,Annual,1,Coleby,500795,361435,53.140531,-0.494617,Oolites,clay,clay,1.747699891,1.502960108,283.3835481,7.04030681,0.006559341,4.532726684,100659.6893,321.1253726,119.0131156,55.14783478,1.810185432,10.10000229,49,19,32,1.24000001,51,18,31,1.230000019,130,0.0005,5.836463533,137.1023227,751,0,,2015,2019,5,0.153424658,59,59,20,5,11.8,11.8,4,8.290716136,0.347387591,0.749449415
1965,Annual,1,Bridge Cottage,427455,143755,51.192358,-1.608492,Chalk,loam,,2.146604599,1.445196121,283.8727258,8.146276078,0.00683021,3.547735084,100335.3215,322.5493558,121.6571135,95.02534485,2.479885817,2.099998474,19,37,44,1.409999967,0,0,0,0,550,0.015,23.59392854,121.0873187,1,0,,2015,2019,5,0.126027397,60,60,20,5,12,12,4,15.95851152,2.611208846,0.937406096
1975,Multiannual,7,Rodbridge Corner,585718,243969,52.062951,0.707828,Chalk,sandy loam,sandy loam,1.487732747,1.530331484,284.065176,8.134556528,0.006761437,3.967031584,101181.4109,321.8619804,121.8593299,29.79055023,2.342398643,2,11,80,9,1.570000052,19,72,9,1.480000019,550,0.015,70.15428719,286.1306258,1001,0,,2015,2019,5,0.391780822,49,49,19,5,9.8,9.8,3.8,4.459121659,0.387624898,0.847425224
1986,Annual,1,Wyndhams Lodge Corham,458655,120655,50.982319,-1.165799,Chalk,loam,loam,2.456845554,1.479243733,283.9629249,6.406078896,0.006870765,4.204012849,100424.0537,321.9184419,121.3347298,89.116745,3.401431799,0,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,43.23191497,149.49534,101,9.214373589,,2015,2019,5,0.142465753,59,59,20,5,11.8,11.8,4,32.36538907,5.029884407,0.90253606
1989,Annual,1,Ballscroft,637448,321063,52.735013,1.515731,Crag,loam,clay loam,1.731270534,1.596547617,283.8867785,6.690909165,0.006807593,5.691363898,101343.1325,321.0538508,124.0397488,0.938652396,1.043775678,0.899999976,22,41,37,1.399999976,29,37,34,1.350000024,400,0.075,109.0023437,96.70228909,1001,0,,2015,2019,5,0.071232877,1572,60,20,5,314.4,12,4,0.134350551,0.106305538,0.886407041
1994,Multiannual,2,Highfields,365480,386580,53.374929,-2.520326,Triassic Sandstone,loam,clay loam,2.332694413,1.395445876,283.4651641,6.877820409,0.006596345,3.627010884,100915.0116,323.4353108,114.8520523,36.03205109,0.989191771,15.10000229,19,37,44,1.409999967,31,31,38,1.330000043,33,0.01,3.782890541,1114.048691,101,0,,2015,2019,5,0.323287671,1708,57,20,5,341.6,11.4,4,19.24565423,0.163039583,0.575177644
2000,Annual,1,Tudor House,616405,149524,51.203913,1.096483,Lower Greensand,sandy clay loam,clay loam,2.239047095,1.408634078,283.8683691,6.701862052,0.006935173,4.555779703,99974.89548,320.4254182,115.9034197,79.31156158,3.465539694,0,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,29.80057425,99.91848813,1001,0,,2015,2019,5,0.167123288,58,58,20,5,11.6,11.6,4,24.93449261,6.524916173,0.880932081
2030,Annual,1,Graylingwell,487060,106438,50.850916,-0.76463,Chalk,clay,clay,2.155695512,1.455536851,284.3619909,6.336254195,0.007020385,3.391053109,101189.6925,323.063005,124.0230811,21.51186752,0.397068501,0.300001144,49,19,32,1.24000001,47,21,32,1.24000001,550,0.015,23.41809104,472.622146,1001,0,,2015,2019,5,0.030136986,1712,60,20,5,342.4,12,4,3.930001057,1.168207595,0.759105534
2058,Decadal,14,Hatherden Cottage,434419,150392,51.251659,-1.508205,Chalk,loam,,2.052081051,1.508326983,283.7782445,8.146276078,0.006791343,4.288379132,100174.1725,322.1110334,122.8895044,100.4237518,1.640674353,4,19,37,44,1.409999967,0,0,0,0,550,0.015,33.17425263,386.6392923,1,131.5416718,,2015,2019,5,0.145205479,775,60,20,5,155,12,4,13.1209834,3.596062209,0.76337668
2060,Annual,1,Newgate,607760,144780,51.16452,0.97017,Lower Greensand,sandy clay loam,clay loam,2.047316542,1.395787991,284.114662,7.604655088,0.00701062,3.722405824,100541.0619,321.6252881,119.4798489,76.52226257,3.336275578,6,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,20.05103772,163.4722684,1001,0,,2015,2019,5,0.150684932,58,58,20,5,11.6,11.6,4,0.240538432,0.301634272,0.79387381
2066,Annual,1,Haugh North,541185,376415,53.265933,0.115424,Chalk,loam,loam,1.932749184,1.477926872,283.3918894,6.437349428,0.006606737,4.836846315,100797.8296,320.5623376,117.4550137,33.37039948,2.048175573,0,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,2.350806974,33.06881389,751,0,,2015,2019,5,0.145205479,57,57,20,5,11.4,11.4,4,12.23952229,0.786076825,0.639423125
2070,Annual,1,Great Durnford,413280,137500,51.136616,-1.811564,Chalk,loam,clay loam,2.15837897,1.389364509,283.9328333,8.146276078,0.006863252,3.588442713,100429.7098,322.9669462,116.6503163,60.61789703,2.687620163,4.099998474,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,9.283968651,173.3694308,51,0,,2015,2019,5,0.169863014,1619,55,19,5,323.8,11,3.8,2.354414557,0.169275965,0.805589468
2077,Annual,1,East Winch Common,570211,315823,52.713286,0.518336,Lower Greensand,loam,clay loam,1.786637462,1.504857489,283.867434,7.787020949,0.006714757,4.122556284,101266.21,321.9073875,120.0863301,9.429570198,1.123747826,1.699999809,22,41,37,1.399999976,29,37,34,1.350000024,270,0.0006,41.97430046,67.45759798,1001,0,,2015,2019,5,0.150684932,59,59,20,5,11.8,11.8,4,0.358044774,0.292486787,0.865826376
2104,Annual,1,Creeton,501115,319985,52.767996,-0.502755,Oolites,clay,clay,1.742771084,1.475911092,283.5490481,8.170701117,0.006598594,3.705757179,100746.4382,321.7507637,120.1625716,41.96105957,0.95740509,0.799999237,49,19,32,1.24000001,51,18,31,1.230000019,130,0.0005,2.120678469,57.19528579,101,0,,2015,2019,5,0.320547945,52,52,19,5,10.4,10.4,3.8,3.105098032,0.84045148,0.647214514
2127,Annual,1,Cullpeppers Dish,381460,92494,50.73176,-2.264055,Corallian Limestone,loam,loam,2.624863087,1.545954967,284.1686542,7.90585989,0.006996279,4.412318526,100680.6511,323.670201,128.310117,83.95765686,0.604294062,37.70000076,21,39,40,1.399999976,21,41,38,1.399999976,75,0.05,8.503461035,65.66658481,101,0,,2015,2019,5,0.252054795,54,52,20,5,10.8,10.4,4,48.8833976,0.436656496,0.843749602
2145,Annual,1,Hammerpot Barn,507575,105255,50.836834,-0.47365,Chalk,loam,clay loam,2.093428258,1.44702063,284.3305796,6.292935412,0.007032507,3.376291168,101091.1052,322.6798839,124.4910338,27.66307831,3.700358629,13.20000076,22,41,37,1.399999976,29,37,34,1.350000024,100,0.005,19.26554255,1136.758409,1001,0,,2015,2019,5,0.15890411,59,59,20,5,11.8,11.8,4,25.13697662,0.779628371,0.875711902
2155,Annual,1,Church House Hougham,627871,140025,51.114181,1.254332,Chalk,loam,clay loam,2.416867473,1.545606945,283.8302786,6.701862052,0.006993854,5.349829567,99868.2915,320.399498,129.0320222,135.0234375,1.162145734,49.19999695,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,34.70921158,733.4069342,1001,0,,2015,2019,5,0.18630137,56,56,20,5,11.2,11.2,4,100.9011161,3.704209956,0.818308344
2168,Multiannual,7,Southlands Nursery,455795,84695,50.659264,-1.211996,Lower Greensand,sandy loam,sandy loam,2.269112813,1.478683314,284.3382036,6.406078896,0.007034996,4.17397636,101094.3961,322.7900067,122.3888956,46.1763382,1.662551045,19.09999847,10,75,15,1.580000043,15,68,17,1.50999999,270,0.0006,60.89996393,436.1251836,251,1727.681152,,2015,2019,5,0.169863014,58,58,20,5,11.6,11.6,4,16.55047613,0.916249918,0.926127361
2172,Annual,1,Beetley,598140,317310,52.717141,0.932138,Chalk,loam,clay loam,1.832475356,1.539394608,283.7450398,7.787020949,0.006707567,4.409223731,101022.1585,320.8760358,123.4485432,28.00703049,1.895769119,4.5,19,37,44,1.409999967,31,31,38,1.330000043,550,0.015,69.59634245,166.6382102,1001,0,,2015,2019,5,0.202739726,57,57,20,5,11.4,11.4,4,0.316504174,0.371830093,0.870422376
2173,Annual,1,Cleyfield barn,576482,301571,52.583291,0.603451,Chalk,sand,loamy sand,1.757447973,1.514748191,283.9371567,7.787020949,0.006728615,4.120896593,101269.4926,321.9906274,120.2531564,19.04660225,0.878127098,13,5,90,5,1.710000038,8,87,5,1.629999995,550,0.015,47.01051062,29.34610653,5001,0,,2015,2019,5,0,1748,58,20,5,349.6,11.6,4,9.231092898,0.530412898,0.902648861
2174,Multiannual,7,Seaton Chalk,622423,158787,51.284766,1.18824,Oolites,loam,clay loam,1.702628695,1.479794472,284.4770061,6.701862052,0.007092863,3.882900789,101214.3495,323.2158439,123.2107343,3.636543036,0.388803869,2.099999905,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,40.29935864,147.7036325,1001,0,,2015,2019,5,0.312328767,55,55,19,5,11,11,3.8,0.777633945,0.160019007,0.860516693
2175,Multiannual,7,Kingsley 1,478014,137240,51.129131,-0.8865,Lower Greensand,clay,clay,2.193975904,1.451323254,284.0168139,8.449890581,0.006862662,3.434321245,100653.9322,322.2282128,122.4068473,74.68289185,5.889430523,5.400001526,49,19,32,1.24000001,51,18,31,1.230000019,270,0.0006,25.15862054,274.7677072,501,43518.94531,,2015,2019,5,0.539726027,1629,55,19,5,325.8,11,3.8,5.744050171,0.290819626,0.958788052
2177,Annual,1,Great Snarehill,589009,280979,52.394183,0.776445,Chalk,sand,loamy sand,1.689375683,1.505805991,283.8899713,8.134556528,0.006711672,4.146216987,101135.8979,321.3301794,119.4198638,31.92757797,3.559773922,11.20000076,5,90,5,1.710000038,8,87,5,1.629999995,550,0.015,64.13809537,255.3746893,5001,0,,2015,2019,5,0.410958904,41,41,20,5,8.2,8.2,4,18.56928529,0.392290972,0.864650768
2183,Annual,1,Whyr Farm,408365,174325,51.467828,-1.880961,Chalk,loam,,2.076451259,1.478996827,283.3140724,8.146276078,0.006655436,4.386020919,99352.96447,320.7694104,121.5535374,179.1873474,1.491859317,7,19,37,44,1.409999967,0,0,0,0,550,0.015,14.08685632,73.29502475,51,0,,2015,2019,5,0.323287671,55,52,19,5,11,10.4,3.8,18.17280195,5.811443826,0.858466508
2185,Annual,1,Swanbourne,501705,108405,50.866212,-0.556109,Chalk,clay,clay,2.302354873,1.562060403,284.2163551,6.336254195,0.006985005,4.137376655,100896,322.2543435,130.6766527,19.87264442,15.13762379,29.20000076,47,14,39,1.230000019,45,15,40,1.24000001,550,0.015,15.53597357,189.6942508,1001,0,,2015,2019,5,0.356164384,53,52,20,5,10.6,10.4,4,17.00207838,0.337149063,0.600019644
2214,Multiannual,4,Worlingham,645401,288532,52.439604,1.609195,Crag,sand,sand,1.664622125,1.628921575,283.9787884,6.899069073,0.006792954,5.609575296,101213.0542,320.8334454,124.1070107,22.31356239,0.8458848,14.29999924,5,89,6,1.700000048,5,89,6,1.700000048,400,0.075,116.981099,207.9405394,1001,0,,2015,2019,5,0.342465753,1439,52,19,5,287.8,10.4,3.8,18.73995722,0.112735902,0.732629517
2218,Annual,1,Damerham,410773,115946,50.942852,-1.84803,Chalk,clay,clay,2.426834611,1.475422234,284.2055893,7.617962865,0.006965104,3.579106058,100867.0567,323.8531001,124.5993758,51.9460144,5.463245869,12.59999847,51,17,32,1.220000029,52,19,29,1.230000019,550,0.015,13.6220635,73.40149765,51,21.20060158,,2015,2019,5,0.126027397,54,51,20,5,10.8,10.2,4,12.74008847,0.342952964,0.837276188
2223,Annual,1,Rookwood Farm,465218,113244,50.914981,-1.073644,Chalk,loam,clay loam,2.413472072,1.469124003,284.0996919,6.406078896,0.00692165,3.428229893,100679.5428,322.2842115,125.2816926,68.59017944,1.196691632,16.70000076,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,38.23988508,491.7894112,101,0,,2015,2019,5,0.095890411,1530,60,20,5,306,12,4,29.10878813,3.215454148,0.895395599
2224,Annual,1,Hoaden Court,627137,160209,51.295673,1.256628,Chalk,loam,clay loam,1.604381162,1.484347412,284.4692314,6.701862052,0.007092789,3.931402511,101193.503,323.1509419,123.4347898,12.21335983,4.456539631,10.60000038,22,41,37,1.399999976,29,37,34,1.350000024,520,0.005,44.81944333,124.5639637,1001,237.5946045,,2015,2019,5,0.342465753,1662,57,19,5,332.4,11.4,3.8,11.01172718,1.436515833,0.814446784
2226,Multiannual,7,Wrinsted Court Farm,589929,155935,51.270905,0.721364,Chalk,sandy clay loam,clay loam,2.010350494,1.517978239,283.5476668,7.604655088,0.006763975,5.175162322,99455.63257,318.9361236,121.4518861,121.980072,9.251391411,0,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,18.76864839,139.9645695,251,0,,2015,2019,5,0.260273973,57,57,20,5,11.4,11.4,4,53.02638779,0.52121192,0.824834623
2234,Annual,1,College Farm Cirencester,400285,201265,51.710114,-1.997268,Oolites,loam,clay loam,2.175848851,1.496121873,283.5188929,7.806790904,0.006703844,4.423826641,99837.84726,322.2347073,121.3174086,134.0570984,0.689033866,19.40000153,19,37,44,1.409999967,31,31,38,1.330000043,184,0.02,7.150995304,294.5704148,251,0,,2015,2019,5,0,1826,60,20,5,365.2,12,4,30.87894627,2.793832568,0.858389961
2236,Annual,1,Shillingthorpe 2,507360,311200,52.687849,-0.413101,Oolites,loam,,1.672343918,1.476979978,283.8286724,7.961938764,0.006677504,3.716057688,101249.8243,322.8918221,118.8973681,15.32134819,1.284047604,0,22,42,36,1.399999976,0,0,0,0,184,0.02,5.615833947,151.6986801,101,0,,2015,2019,5,0.238356164,56,56,20,5,11.2,11.2,4,1.526169619,0.300636177,0.7283768
2241,Annual,1,Northdown,559119,121857,50.974146,0.265064,Corallian Limestone,sandy loam,sandy loam,2.512267257,1.529816961,283.584744,6.103997887,0.006841445,4.966762347,99538.30973,319.1312881,127.6070831,180.5589447,4.580274582,81.20000458,9,77,14,1.600000024,17,67,16,1.480000019,50,0.00014,2.438550632,215.1956278,501,0,,2015,2019,5,0.123287671,60,60,20,5,12,12,4,4.2084447,0.780009455,0.855213652
2246,Annual,1,Clearbury Down 2,414340,124140,51.016457,-1.796939,Chalk,loam,clay loam,2.425794084,1.487939712,283.8471417,8.146276078,0.006848648,4.328821299,100205.8502,322.2664835,122.4758529,115.2863693,0.739109933,42.40000153,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,7.705536563,201.6861724,51,0,,2015,2019,5,0.01369863,1821,60,20,5,364.2,12,4,61.69522238,3.451816429,0.905187743
2261,Annual,1,Carlby,503725,313615,52.710259,-0.466097,Oolites,clay,clay,1.674205913,1.46600263,283.7483006,7.961938764,0.006654683,3.704472544,101104.1275,322.5992567,118.3364061,24.37381554,0.596459568,0,49,19,32,1.24000001,51,18,31,1.230000019,130,0.0005,7.255161889,91.42759139,101,0,,2015,2019,5,0.156164384,59,59,20,5,11.8,11.8,4,7.837544354,1.847452573,0.760718738
2273,Annual,1,Box Tree Cottage,504985,102165,50.809532,-0.511302,Chalk,loam,clay loam,1.989539979,1.495988729,284.4884257,6.336254195,0.007083563,4.129228725,101438.4938,323.3899304,123.4169054,6.503007889,0.613992214,2.900000334,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,21.85576603,1404.148173,1001,0,,2015,2019,5,0.15890411,59,59,20,5,11.8,11.8,4,2.963685855,0.448564053,0.788377599
2284,Annual,1,Soames Place Ropley,465555,130655,51.071486,-1.065713,Chalk,loam,loam,2.621796278,1.432189469,283.4916235,8.427272862,0.006717606,4.200508524,99556.68169,319.7971361,117.9300448,143.728653,4.102758408,8.5,21,44,35,1.409999967,25,40,35,1.370000005,550,0.015,36.07027254,102.9461982,1,1699.570435,,2015,2019,5,0.123287671,60,60,20,5,12,12,4,60.05198633,2.773266225,0.891654742
2298,Annual,1,Sullington Cobden Farm,510135,111325,50.890917,-0.435484,Chalk,loam,clay loam,2.636856515,1.555878148,283.5039741,6.292935412,0.006774654,4.894175557,99432.86831,318.8638146,128.9357407,169.8092957,6.55175972,59.8999939,19,37,44,1.409999967,31,31,38,1.330000043,550,0.015,14.58948821,175.7230249,1001,0,,2015,2019,5,0.205479452,54,52,20,5,10.8,10.4,4,78.57170311,2.62805021,0.872759518
2300,Multiannual,7,Tarvin,348280,366850,53.196191,-2.775618,Triassic Sandstone,loam,clay loam,1.916155535,1.394756144,283.5474302,6.877820409,0.006649619,3.711331035,100900.7421,323.9310479,114.8706444,35.60946274,1.872715831,19.80000114,19,37,44,1.409999967,31,31,38,1.330000043,33,0.01,2.255444004,231.8176433,101,0,,2015,2019,5,0.02739726,1714,57,19,5,342.8,11.4,3.8,5.671425633,0.772305095,0.860328027
2326,Multiannual,7,Lenacre Court,629871,145756,51.164832,1.286511,Chalk,loam,loam,2.488828046,1.460317454,283.8101753,6.701862052,0.006967837,4.632072621,99829.4874,320.2404705,123.3305775,110.0679626,3.960403681,8,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,38.81076624,509.1721082,1001,0,,2015,2019,5,0.136986301,59,59,20,5,11.8,11.8,4,84.59457277,1.698524395,0.899604644
2327,Annual,1,Hatt Hall Farm,431855,126755,51.039271,-1.547026,Chalk,loam,clay loam,2.259857612,1.485502234,284.2560465,8.146276078,0.006958067,3.521205256,101045.9218,323.9300123,124.7922783,49.60979462,1.532946587,26.99999809,19,37,44,1.409999967,31,31,38,1.330000043,550,0.015,23.28631383,70.33246806,1,0,,2015,2019,5,0.147945205,59,59,20,5,11.8,11.8,4,24.4582692,0.473561385,0.817844176
2331,Annual,1,Hill Farm Lewknor,472225,196855,51.665835,-0.957099,Chalk,loam,,1.865717414,1.368938598,283.1635895,8.154764635,0.006548401,4.256975363,99160.26324,319.277305,109.2897403,152.1942902,2.413280964,0,19,37,44,1.409999967,0,0,0,0,550,0.015,8.661074254,118.6087121,51,0,,2015,2019,5,0.42739726,44,44,20,5,8.8,8.8,4,29.48201747,1.226018804,0.878222191
2357,Annual,1,Albany Park,502967,177054,51.483072,-0.518538,Chalk,loam,clay loam,1.581161008,1.468309202,284.2727902,8.449890581,0.006881114,3.473313531,101323.2053,323.7051016,120.3675484,20.05566025,1.195360422,2.399999619,22,41,37,1.399999976,29,37,34,1.350000024,100,0.005,20.88201392,1409.693722,101,121.9133301,,2015,2019,5,0.175342466,55,54,20,5,11,10.8,4,0.602569341,0.158629044,0.539513914
2361,Annual,1,Stretton,494505,316085,52.734143,-0.601815,Oolites,clay,clay,1.793921136,1.49690413,283.2548119,8.170701117,0.006515233,4.433840974,100117.0097,320.4475562,118.6404434,102.0282822,4.533793449,0,53,25,22,1.24000001,56,23,21,1.220000029,130,0.0005,9.667932366,58.79756787,101,0,,2015,2019,5,0.191780822,57,57,20,5,11.4,11.4,4,9.366176937,2.730416546,0.799178995
2363,Annual,1,Horns Hill Lodge,545070,152140,51.249981,0.07727,Lower Greensand,sandy loam,sandy loam,2.176506018,1.416369759,283.5253927,8.545290384,0.006717533,4.241686261,99578.42749,319.2012412,115.39115,160.4451904,4.376672745,25.6000061,10,75,15,1.580000043,15,68,17,1.50999999,270,0.0006,7.012190521,199.4691021,1,0,,2015,2019,5,0,1826,60,20,5,365.2,12,4,2.067012086,0.707561397,0.777143417
2378,Annual,1,Chantry 1,371400,146800,51.21967,-2.410884,Carboniferous Limestone,sandy clay loam,clay loam,2.747097478,1.524197932,283.5778863,7.812595891,0.006790916,4.520732204,99710.56565,322.1511485,126.6375128,157.8608704,3.175242662,33.99999237,24,48,28,1.399999976,34,41,25,1.330000043,15,0.005,1.589138578,77.44208149,51,0,,2015,2019,5,0.005479452,1822,60,20,5,364.4,12,4,9.124514362,3.241955011,0.857934515
2385,Annual,1,Old Hospital,411780,215820,51.840856,-1.830414,Oolites,loam,,2.159036147,1.47795143,283.0899206,7.806790904,0.006558513,4.388949009,99060.39781,320.2158774,120.8367193,196.6882324,0.66536957,28.69999695,22,42,36,1.399999976,0,0,0,0,184,0.02,2.163863786,34.00203082,51,0,,2015,2019,5,0.161643836,58,58,20,5,11.6,11.6,4,7.765473779,0.472381323,0.798909782
2398,Multiannual,7,Joscas School,443935,196885,51.669023,-1.366101,Corallian Limestone,loam,clay loam,1.530284777,1.45788724,283.9675184,7.847316624,0.006800165,3.542549942,100773.1608,323.6117632,119.9516187,67.2256546,1.236096859,9.400005341,19,37,44,1.409999967,31,31,38,1.330000043,700,0.0005,13.88056598,253.2521728,51,131.6147308,,2015,2019,5,0.208219178,57,57,20,5,11.4,11.4,4,7.481619512,0.166668698,0.86763934
